question,Doc,Topic,Probability
Understanding option commission costs,6131,7,0.7481440305709839
Quarterly dividends to monthly dividends,6132,1,0.9218337535858154
What should I do with the 50k I have sitting in a European bank?,6133,0,0.02857142873108387
Are money market instrument and short-term debt same?,6134,17,0.4337835907936096
"I own a mutual fund that owns voting shares, who gets the vote?",6135,15,0.7380118370056152
Hedging against an acquisition of a stock,6136,25,0.8985002040863037
Money-market or cash-type ETFs for foreigners with U.S brokerage account,6137,22,0.4250710606575012
Advice on replacing my savings account,6138,2,0.5733506083488464
Take advantage of rock bottom oil prices,6139,29,0.6756779551506042
Automatic investments for cheap,6140,14,0.8984953165054321
How can we determine how much income our savings could generate if we purchase an annuity?,6141,18,0.6156914830207825
Making enquiries about shares,6142,15,0.5718783736228943
What is a reasonable rate of return and fee structure for a Roth IRA?,6143,34,0.6231997013092041
What is the dividend tax rate for UK stock,6144,1,0.23250043392181396
What determines deal price on stock exchange? [duplicate],6145,25,0.3033011555671692
"Investing in real estate when the stock market is high, investing in stocks when it's low?",6146,25,0.6842860579490662
"Roth IRA all in one fund, or not? [duplicate]",6147,19,0.4309726655483246
"Capital gains tax: Retirement vehicle (IRA, 401k) vs. anything else?",6148,18,0.6741101741790771
"Is the “Bank on Yourself” a legitimate investment strategy, or a scam?",6149,18,0.41715604066848755
How is money actually made from the buying or selling of options?,6150,22,0.4642222225666046
Paying taxes on dividends even though your capital gains were $0?,6151,22,0.5985470414161682
Can we estimate the impact of a large buy order on the share price?,6152,25,0.5352274775505066
How to understand a volatility based ETF like VXX,6153,26,0.5642714500427246
"What are the benefits of investing to IRA/Roth IRA, 401(k) in comparison to investing in long term CDs?",6154,1,0.5746617317199707
What does Chapter 11 Bankruptcy mean to an investor holding shares of a Chapter 11 Company?,6155,17,0.8075577020645142
"Investing in commodities, pros and cons?",6156,25,0.8985003232955933
How to understand expenses matter relative to investment type for mutual funds?,6157,19,0.7246307730674744
Why invest in IRA while a low-cost index fund is much simpler?,6158,19,0.9364439845085144
Why do people invest in mutual fund rather than directly buying shares?,6159,25,0.5910869240760803
"If I can be claimed as a dependent, what do I do without my parent's tax information?",6160,18,0.593462347984314
Most important skills needed to select profitable stocks ,6161,25,0.6302614212036133
Nasdaq vs Nasdaq Trade Reporting Facility,6162,32,0.8553072214126587
How's the graph of after/pre markets be drawn?,6163,25,0.9218250513076782
Why do stocks tend to trade at high volumes at the end of (or start) the trading day?,6164,25,0.7218737006187439
My investment account is increasingly and significantly underperforming vs. the S&P 500. What should I do?,6165,14,0.7222407460212708
Are index-tracking ETF popular in Japan?,6166,19,0.8553145527839661
Employer rollover from 403b to 401k?,6167,0,0.02857142873108387
Why does it seem unnecessary to fully save for irregular periodic expenses?,6168,19,0.8114284873008728
How do you calculate the rate of return (ROR) when buying and selling put options?,6169,34,0.404651403427124
Can somebody give a brief comparison of TSP and IRAs?,6170,11,0.9364414811134338
ESPP advantages and disadvantages,6171,27,0.8553000688552856
Any reason to keep IRAs separate?,6172,27,0.8984947204589844
Renting or Buying an House,6173,7,0.8985060453414917
What is the best way to invest in gold as a hedge against inflation without having to hold physical gold?,6174,25,0.9064800143241882
Why having large capital is advantageous to trading,6175,25,0.3959182798862457
How should I be investing in bonds as part of a diversified portfolio?,6176,14,0.5266172289848328
How should I utilize my money as I begin grad school?,6177,22,0.9364376068115234
Do I need to invest to become millionaire?,6178,22,0.5538835525512695
Must a company have a specific number of employees to do an IPO?,6179,6,0.4033152461051941
Withdrawing cash from investment: take money from underperforming fund?,6180,27,0.2978033125400543
"$1.44 million in holdings: Help my non-retired, 80-year-old dad invest it ",6181,26,0.4454076886177063
Will anything happen to me if the AMT is not re-established before 2011?,6182,2,0.8553076982498169
"Iraqi Dinars. Bad Investment, or Worst Investment?",6183,14,0.9364444017410278
How is a probability cone read?,6184,14,0.8984930515289307
Does an industry 'standard' have any affect on when a stock might split?,6185,25,0.5417385697364807
"What can a CPA do that an EA cannot, and vice versa?",6186,26,0.8984907269477844
Ex-dividend date: How long do I have to hold a stock in order to get the next dividend?,6187,1,0.5131098031997681
When can you use existing real estate as collateral to buy more?,6188,27,0.5859155058860779
Are buying and selling futures based on objective data?,6189,15,0.40232402086257935
"When I google a ticker like XLE or something, I see a price which updates frequently (about every second or so), where can I find this for options?",6190,26,0.7048944234848022
Using Fibonacci Extensions to set profit targets?,6191,32,0.7488416433334351
What numbers to look for investment returns,6192,14,0.4638102650642395
Reducing taxable income in US in December,6193,18,0.5558730363845825
Missing opportunity cost of mortgage prepayment,6194,7,0.9364426136016846
Is it possible to make money by getting a mortgage?,6195,22,0.36121731996536255
Downside to temporarily lowering interest rates?,6196,7,0.8984957337379456
Moving from India to Europe - Bank accounts and Mutual funds,6197,19,0.47233808040618896
Tax implications of holding EWU (or other such UK ETFs) as a US citizen?,6198,18,0.5919579267501831
Is This Money Laundering?,6199,22,0.7481475472450256
"Pay cash for a home, get a reverse mortgage, and buy stock",6200,27,0.3751104176044464
Asking price went through the roof,6201,17,0.8984957337379456
Do individual investors use Google to obtain stock quotes?,6202,25,0.5331198573112488
Odds of early assignment for a short in the money call,6203,4,0.5080395936965942
Options liquidity and trading positions larger than the daily volume?,6204,25,0.7649811506271362
How do I establish the cost basis of shares bought in an employee stock purchase program?,6205,25,0.444102942943573
Is the ESPP discount profit?,6206,32,0.7481465339660645
Higher mortgage to increase savings to invest?,6207,7,0.37885308265686035
E*Trade commission,6208,0,0.02857142873108387
Types of investments with built-in puts or similar safety features,6209,14,0.5571920275688171
"What type of investments should be in a TFSA, given its tax-free growth and withdrawal benefits?",6210,1,0.19725656509399414
Is there an academic framework for deciding when to sell in-the-money call options?,6211,4,0.34641945362091064
Where can I get AEX historical data - Amsterdam? ,6212,19,0.43134167790412903
Why is the buy price different from the sell price of a stock? [duplicate],6213,25,0.4027729034423828
What type of low-cost stock index exchange-traded fund (ETF) would give the best long-term total return?,6214,19,0.2713337242603302
What are reasons a company would want to be listed on one exchange vs. another?,6215,27,0.41648221015930176
What is the meaning of the net worth of a person?,6216,17,0.8553029298782349
How to calculate/reconcile conflicting P/E ratios?,6217,1,0.8984968066215515
Moving Coin Collection to Stapled Coin Pockets,6218,17,0.9218249320983887
Can I place a stock limit order to buy above the current price? Can I place a stock limit order to sell below the current price?,6219,29,0.5430509448051453
"Valuation, pricing, and analysis of securities",6220,25,0.41179341077804565
Why buy SPY when there is S&P500?,6221,25,0.855290949344635
Calculation of Loss for GM Bonds and Cost Basis of New Issues,6222,15,0.41307446360588074
Using Loan to Invest - Paying Monthly Installments by Selling Originally Bought Shares,6223,27,0.5626282095909119
What is a financial security?,6224,31,0.43040531873703003
Why are some funds only recommended for investors starting out?,6225,6,0.3891935646533966
"When to start investing in an index fund? Wait for a bear market, use dollar cost-averaging, or another approach?",6226,25,0.46683424711227417
Do I have to sell worthless stock to claim a loss and clean up?,6227,25,0.5414033532142639
Efficient markets hypothesis and performance of IPO shares after lock-up period,6228,1,0.5727927088737488
Is the stock market too risky for long term retirement funds? Why should a 20- or 30-something person invest in stocks?,6229,25,0.688779354095459
Cons of withdrawing money from an Roth IRA account?,6230,22,0.9218326807022095
Income tax laibility in India for Stock traded in USA as a resident Indian,6231,18,0.4313335418701172
Borrowing money to buy shares for cashflow?,6232,22,0.24080072343349457
Why does Charles Schwab have a Mandatory Settlement Period after selling stocks?,6233,25,0.500984251499176
Calculating a stock's price target,6234,29,0.5076904296875
Is it better to buy U.S ADRs or stock in native stock exchange for a foreigner?,6235,25,0.8984947800636292
Exercise an out of the money option,6236,26,0.6009269952774048
Solicitation of a Security,6237,31,0.8553080558776855
Why is there so much variability on interest rate accounts,6238,34,0.5413389801979065
Gold futures' margin,6239,25,0.8985030055046082
What happens to personal data I disclose for joining an employee stock plan?,6240,18,0.34243571758270264
Why diversify stocks/investments?,6241,14,0.5759439468383789
Why are index funds called index funds?,6242,19,0.754268229007721
How do investment banks evaluate a private firm going public? Is it based on the assets owned by the company?,6243,17,0.5358263850212097
Invest in ESPP Single Stock or General Market,6244,25,0.9364429712295532
Why do I see multiple trades of very small quantities?,6245,22,0.5920202136039734
"What is the meaning of “Closed Short” ,“Opened Long” ,“Scaled Out” and “Scaled In”?",6246,20,0.9464524388313293
Do I pay taxes on a gift of mutual funds?,6247,22,0.5518219470977783
How to minimise the risk of a reduction in purchase power in case of Brexit for money held in a bank account?,6248,25,0.44061943888664246
F-1 student investing in foreign markets,6249,25,0.505929172039032
Buy US ETF as foreigner — a bad idea?,6250,25,0.8552982211112976
How are dividends for shareholders of banks paid?,6251,1,0.23992504179477692
"Less than a year at my first job out of college, what do I save for first?",6252,22,0.6751072406768799
Do US mutual funds and ETFs pay taxes on dividends?,6253,19,0.4783991873264313
Terminology: What are the labels associated with a share called?,6254,15,0.6881607174873352
Open Interest vs Volume for Stock Options,6255,25,0.5587522983551025
How are exchange rates decided for each country?,6256,27,0.42437753081321716
Does an Executed Limit Order Imply a Spot Price?,6257,29,0.9218297600746155
What does a high operating margin but a small but positive ROE imply about a company?,6258,17,0.7558777332305908
What is the role of a manager in a passively managed index fund?,6259,19,0.8104668259620667
What are good Monthly Income Funds? [Canada],6260,18,0.45132413506507874
Are there any benefits to investing with a group of friends vs. by myself?,6261,32,0.6336010694503784
Is it a good idea to put everything in the S&P500?,6262,4,0.7481470108032227
Can heavy demand for options drive up or down a stock price?,6263,29,0.7788968682289124
What is this type of risk-free investment called?,6264,14,0.19906090199947357
Getting (historical) Standard & Poor Stock Guides ,6265,8,0.48130059242248535
What is the most effective saving money method? ,6266,22,0.9218263030052185
"Have my parents been bilked? If so, what to do?",6267,27,0.8552905917167664
How can I find stocks with very active options chains?,6268,26,0.7455820441246033
Approximation of equity value for company in default ,6269,1,0.4773596525192261
How are various types of income taxed differently in the USA?,6270,18,0.7197035551071167
What are the differences between a REIT and an MLP?,6271,7,0.7481465339660645
Using pivot points to trade in the short term,6272,17,0.6086384057998657
A good investment vehicle for saving for a mortgage down payment?,6273,18,0.2682558000087738
Does it make sense to talk about an ETF or index in terms of technical indicators?,6274,17,0.6856748461723328
Is there data and proof that a diversified portfolio can generate higher returns than the S&P 500 Index?,6275,14,0.3392568826675415
Why do mutual fund trading limitations exist? e.g. 90 day transfer limits?,6276,25,0.44630616903305054
"How to chose index funds, mutual funds from a plethora of options (TD Ameritrade)",6277,19,0.6500533223152161
Commencing a Pension from an SMSF,6278,0,0.8984978199005127
Index ETF or Index mutual fund - standard brokerage account,6279,22,0.5188073515892029
Pay off entire mortgage or put into investments,6280,27,0.28763261437416077
Lifetime ISA: What are the chances of a reputable Bank offering it?,6281,29,0.8552990555763245
Changing the price in a limit order,6282,29,0.8985030651092529
Do algorithmic trading platforms typically have live-data access to stock data?,6283,25,0.773947536945343
Looking for good investment vehicle for seasonal work and savings,6284,14,0.3511431813240051
Warrant shares/UNIT,6285,15,0.8553062081336975
US Taxes - Handling Capital Losses from previous years with current capital gains,6286,18,0.9537349939346313
Wardrobe: To Update or Not? How-to without breaking the bank,6287,11,0.8984976410865784
How does the yield on my investments stack up against other investors?,6288,6,0.3609126806259155
What is the valuation of a company based on?,6289,17,0.43313103914260864
"First Job, should I save or invest?",6290,22,0.6003233194351196
A calculator that takes into account portfolio rebalancing?,6291,14,0.38384562730789185
Does implied volatility always rise as earnings announcements approach?,6292,29,0.7887102365493774
Should I early exercise unvested ISOs when the FMV is above the strike price?,6293,29,0.7389798760414124
Cash out 401k for house downpayment,6294,7,0.7481322288513184
What is a “margin-call” and how are they enforced?,6295,4,0.8984980583190918
irr calculation on stock with dividends,6296,1,0.6837723255157471
Why is gold not a good investment? ,6297,26,0.4853633642196655
What's the smartest way to invest money gifted to a child?,6298,22,0.9464519023895264
Do stock prices really go down by the amount of the dividend?,6299,1,0.31640005111694336
Do those who invest large amounts of money in stocks pay typical brokerage commissions?,6300,22,0.6761395931243896
Understanding the T + 3 settlement days rule,6301,26,0.9218319654464722
"Upcoming company merger with company I have stock in, help me interpret what is happening",6302,17,0.7968436479568481
What do stock market index future bid/ask quotes mean?,6303,25,0.6255553960800171
"Should one invest in smaller valued shares in higher amounts, or higher valued shares in smaller amounts?",6304,22,0.43112561106681824
How to mitigate the risk of Euro Stoxx 50 ETF?,6305,0,0.02857142873108387
How to buy stock on the Toronto Stock Exchange?,6306,25,0.7481473684310913
How do I find the mappings between sedol and isin codes? ,6307,26,0.8553006649017334
Is there a candlestick pattern that guarantees any kind of future profit?,6308,6,0.6965794563293457
Can I lose more on Forex than I deposit?,6309,22,0.7481403946876526
How much will a stock be worth after a merger?,6310,25,0.9218324422836304
How should I prepare for the next financial crisis?,6311,14,0.9218283295631409
What is the daily rebalanced leverage ratio that is ideal for the S&P 500 based on past performance?,6312,19,0.8458493947982788
What are my options other than stock piling money in a savings account?,6313,22,0.3938741087913513
What should I consider when selecting a broker/advisor to manage my IRA?,6314,31,0.8553057312965393
Simultaneous long/short India,6315,17,0.8984964489936829
My employer is switching 401k plan providers. How might this work in practice?,6316,18,0.9537310600280762
What would be the signs of a bubble in silver?,6317,27,0.9218232035636902
Pros and cons of investing in a cheaper vs expensive index funds that track the same index,6318,19,0.9592783451080322
Are there limits on frequency of withdrawal from Roth 401K?,6319,12,0.7481448650360107
Possible Risks of Publicizing Personal Stock Portfolio,6320,25,0.5406562089920044
"How to invest in gold at market value, i.e. without paying a markup?",6321,25,0.7791035771369934
What are the pros and cons of buying a house just to rent it out?,6322,7,0.9218340516090393
What happens if my order exceeds the bid or ask sizes?,6323,2,0.49859631061553955
How do I adjust to a new social class?,6324,31,0.6717977523803711
Why don't boards of directors try to produce results in line with estimates?,6325,24,0.9537332653999329
How do I know if my mutual fund is compounded?,6326,6,0.4413765072822571
Is there an application or website where I can practice trading US stocks with virtual money? ,6327,22,0.7928231954574585
Technical Analysis not working,6328,22,0.8553025722503662
Buy or sell futures contracts,6329,25,0.5478491187095642
"Superannuation: When low risk options have higher return, what to do?",6330,34,0.4028918445110321
How can a Canadian get exposure to safe haven currencies?,6331,12,0.6802703142166138
ESPP: Share vs Payroll withholding,6332,15,0.8984928727149963
What are Vanguard's Admiral Shares?,6333,15,0.74814772605896
What happens to dividends on stock held in TFSA or RRSP account?,6334,17,0.8553151488304138
What are some simple techniques used for Timing the Stock Market over the long term?,6335,25,0.7663171887397766
How much can I withdraw from Betterment and be considered long-term investment?,6336,14,0.6810457706451416
Is an RRSP always “self-directed”?  What makes a “self-directed” RRSP special?,6337,22,0.9218268394470215
"Does the uptick rule apply to all stocks/ETFs and other securities, or only specific ones?",6338,26,0.3213413953781128
GNUCash: How to count up equity?,6339,1,0.7481462955474854
How to transform dividends into capital gains?,6340,1,0.8553019165992737
What is an effective way to invest in electric car industry?,6341,1,0.6941068768501282
"I'm in Australia.  What should I look for in an online stock broker, for trading mostly on the ASX?",6342,25,0.9464502334594727
What are the ramifications of lawsuits over “breaches of fiduciary duty” for the average shareholder?,6343,17,0.9364362359046936
Should I include retirement funds in calculating my asset allocation?,6344,32,0.37955600023269653
When should I start saving/investing for my retirement?,6345,22,0.46469059586524963
How to choose a company for an IRA?,6346,17,0.43243494629859924
Does Joel Greenblatt's “Magic Formula Investing” really beat the market?,6347,19,0.6324352622032166
What is the P/E ratio for a company with negative earnings?,6348,17,0.4595390558242798
Insider trading of a linked security like an ETF your company has a heavy weighting in,6349,28,0.5963550209999084
Who is the issuer in a derivative contract?,6350,6,0.8553140163421631
Can I save our credit with a quickie divorce?,6351,22,0.8552939295768738
Saving money in college while paying for college,6352,22,0.8985043168067932
Can you use external money to pay trading commissions in tax-free and tax-deferred accounts?,6353,18,0.31566867232322693
Investment property refinance following a low appraisal?,6354,14,0.6022393703460693
Which types of insurances do I need to buy?,6355,27,0.464463472366333
Where are open-end funds traded?,6356,22,0.4719315469264984
Why have U.S. bank interest rates been so low for the past few years?,6357,34,0.5788249373435974
Are there disadvantages to day trading ETFs?,6358,19,0.4309581518173218
What is considered high or low when talking about volume?,6359,31,0.2652040719985962
Most Efficient Way to Transfer Money from Israel to the USA?,6360,22,0.9218361377716064
Exercising an option without paying for the underlying,6361,26,0.6894212365150452
IRA contributions in a bear (bad) market: Should I build up cash savings instead?,6362,27,0.6591652035713196
Anonymous CC: Does “Entropay” really not hand my personal data over to a company - are there alternatives?,6363,19,0.6023975014686584
Why IV and stock price are inversely related,6364,29,0.9218321442604065
How does the Pension system work in Poland?,6365,22,0.5873642563819885
How to manage $50k in Savings? ,6366,2,0.43475842475891113
Should we invest some of our savings to protect against inflation?,6367,1,0.6676075458526611
Are there any other investing methods I should look into?,6368,1,0.6081486344337463
When to liquidate mutual funds for a home downpayment,6369,19,0.7252721190452576
Employee stock option plan with undefined vesting?,6370,18,0.5566462874412537
The board of directors in companies,6371,24,0.5170223116874695
Is the best ask price the ask at the “top” of the order book? What is the “top” of the book?,6372,25,0.5160415768623352
Should I invest or repay my debts?,6373,13,0.5484930276870728
Home loan transferred to Freddie Mac — What does this mean?,6374,27,0.43314436078071594
Is my financial plan for buying a house logically sound,6375,7,0.5881481766700745
Could capital gains from a stock sale impact my IRA eligibility?,6376,25,0.5544582009315491
How to reach an apt going against inflation,6377,17,0.8984933495521545
Accounting Entry for Selling a Covered Call,6378,25,0.5494126081466675
Is there an advantage to a traditional but non-deductable IRA over a taxable account? [duplicate],6379,10,0.7793071866035461
Paying extra on a mortgage. How much can I save? [duplicate],6380,22,0.6024799346923828
"Should I cash out my Roth IRA to pay my mother's property tax debt, to avoid foreclosure on her home?",6381,27,0.43586719036102295
What is needed to be a “broker”?,6382,22,0.4317624568939209
"Is it okay to be married, 30 years old and have no retirement?",6383,27,0.5347641110420227
"If I'm cash-flow negative, should I dollar-cost-average the money from my bonus over the entire year?",6384,22,0.9464486241340637
"How to interpret a 1,372.55% dividend payout ratio (GSK)?",6385,1,0.9364417791366577
"When investing, is the risk/reward tradeoff linear?",6386,16,0.5987278819084167
Money market account for emergency savings,6387,22,0.3939690589904785
Long-term capital gain taxes on ETFs?,6388,17,0.46346476674079895
gnucash share fractions,6389,12,0.5760807991027832
"Principal 401(k) managed fund fees, wow. What can I do?",6390,19,0.3100799322128296
401k vs. real estate for someone who is great at saving?,6391,2,0.8553051948547363
How does a delta signify the probability of expiring in the money,6392,22,0.4633736312389374
Rollover into bond fund to do dollar cost averaging [duplicate],6393,19,0.5784719586372375
Differences in conditions on shares to private vs. public shareholders?,6394,17,0.594296932220459
Where to start with finding good companies to invest?,6395,26,0.3813382089138031
Unrealized Profit & Loss for Non-Stock Securities,6396,32,0.5331376791000366
I trade options in the U.S. using Schwab. How could my wife do the same in Canada?,6397,22,0.5201859474182129
Difference between IRR and ROR,6398,7,0.7481465339660645
Is there legal reason for restricting someone under 59-1/2 from an in-service rollover from a 401K to an IRA?,6399,20,0.9364386796951294
Do ETF dividends make up for fees?,6400,1,0.30423182249069214
IRR vs. Interest Rates,6401,7,0.748131275177002
Why would you elect to apply a refund to next year's tax bill?,6402,27,0.4967966079711914
How do I calculate the actual dividend amount for a monthly dividend payout mutual fund?,6403,1,0.9592785239219666
How do government bond yields work?,6404,22,0.855311393737793
Project future trend of a stock with high positive autocorrelation,6405,5,0.5590965151786804
Is it preferable to move emergency savings/retirement into offset mortgage?,6406,19,0.302481085062027
"When I sell an OTC stock, do I have to check the volume of my sale in order to avoid an NSCC illiquid charge?",6407,13,0.5176391005516052
Is a currency “hedged” ETF actually a more speculative instrument than an unhedged version?,6408,12,0.953734815120697
Should I open a Roth IRA or invest in the S&P 500?,6409,20,0.7481430768966675
Looking to buy a house in 1-2 years. Does starting a Roth IRA now make sense?,6410,7,0.5743374824523926
What's the point of a benchmark?,6411,20,0.8552943468093872
What extra information might be obtained from the next highest bids in an order book?,6412,25,0.5703809261322021
It is worth using a discount stock broker? I heard they might not get the best price on a trade?,6413,25,0.6318516135215759
Transfer of stock of non-public company after vesting,6414,17,0.7629706859588623
How does Portfolio Turnover affect my investment?,6415,14,0.9218322038650513
How much do brokerages pay exchanges per trade?,6416,22,0.7510050535202026
"New to investing — I have $20,000 cash saved, what should I do with it?",6417,22,0.47760969400405884
Should I include my hard assets as part of my net worth?,6418,17,0.6367155313491821
What is meant by “buy-side firm” and “sell-side firm”?,6419,22,0.4392406940460205
How to report “foreign tax paid” from 1099-DIV?,6420,18,0.39691436290740967
Who owns historical valuations about equity such as stocks and index funds?,6421,25,0.36110424995422363
How to estimate a reasonable amount for a signing bonus?,6422,22,0.9218248128890991
Are SPDR funds good for beginners?,6423,19,0.5334622859954834
How to make use of EUR/USD fluctuations in my specific case?,6424,27,0.3151852786540985
Investment strategy for 401k when rolling over soon,6425,18,0.6292519569396973
Why gamma scalping is not advised for retail traders with reg T margin,6426,0,0.9537350535392761
Why do many British companies offer a scrip dividend option in lieu of cash?,6427,21,0.3569558262825012
Is it a good idea to rebalance without withdrawing money?,6428,22,0.898494303226471
"Are quarterly earnings released first via a press release on the investor website, via conference call, or does it vary by company?",6429,32,0.32924795150756836
Does the “Free Ride” rule always apply to your entire collection of shares in a particular stock?,6430,26,0.31596362590789795
Why does BlackRock's XIN page show XIN as having only 1 holding?,6431,17,0.898492157459259
Invest all at once after maxing out Roth IRA - or each time I contribute?,6432,14,0.8984891772270203
Married Couple - Open investment account Separate or Joined?,6433,22,0.6940252184867859
"Changed from job that had a 401K, and the new one doesn't. How do I answer when filing?",6434,27,0.5186465978622437
When and how should I pay taxes on ForEx trades?,6435,22,0.9218345284461975
Consolidating company pensions,6436,0,0.4918711483478546
US Stock Market - volume based real-time alert ,6437,25,0.4649614095687866
How and where can I deposit money to generate future payments / income?,6438,18,0.49654191732406616
Why buying an inverse ETF does not give same results as shorting the ETF,6439,17,0.432353138923645
Does a market maker sell (buy) at a bid or ask price?,6440,25,0.7469840049743652
How to continuously plot futures data,6441,6,0.6352119445800781
Should I negotiate a lower salary to be placed in a lower tax bracket?,6442,18,0.44620656967163086
How can I diversify $7k across ETFs and stocks?,6443,25,0.5726560354232788
Bitcoin Cost Basis Purchases,6444,18,0.8984972238540649
Does the Black-Scholes Model apply to American Style options?,6445,26,0.9537354707717896
What are some good ways to control costs for groceries?,6446,26,0.4238884747028351
How do insurance funds work?,6447,19,0.30724143981933594
"What is a W-8 form, and how should I fill it in?",6448,18,0.8553078770637512
“Infinite Banking” or “Be Your Own Bank” via Whole Life Insurance…where to start?,6449,28,0.8984962105751038
Is it smart to only invest in mid- and small-cap stock equity funds in my 401(k)?,6450,25,0.6206123232841492
Does high frequency trading (HFT) punish long-term investment?,6451,14,0.30409932136535645
Why Gamma is highest for an option that is at the money,6452,5,0.38324904441833496
Is it better to wait for a market downturn to do a Roth conversion?,6453,25,0.9364354610443115
What is an effective way to convert large sums of US based investments to foreign currencies?,6454,22,0.4874224066734314
Why not just invest in the market?,6455,25,0.8553183078765869
"What happens with the “long” buyer of a stock when somebody else's short fails (that is, unlimited loss bankrupts short seller)",6456,17,0.9724670648574829
Understanding SEC Filings,6457,26,0.8553058505058289
Should you diversify your bond investments across many foreign countries?,6458,27,0.39771223068237305
How can this stock have an intra-day range of more than 90% on 24Aug2015?,6459,0,0.02857142873108387
Trying to figure out my student loans,6460,27,0.8552994728088379
Short term parking of a large inheritance?,6461,17,0.6133397817611694
U.S. Mutual Fund Supermarkets: Where are some good places to buy mutual funds?,6462,19,0.4470382332801819
Explain the details and benefits of rebalancing a retirement portfolio?,6463,32,0.6502195596694946
"What steps should be taken, if any, when you find out your home's market value is underwater, i.e. worth less than the mortgage owed?",6464,27,0.5063986778259277
"Can I request to change 401k offerings from my employer, e.g. to invest in ETFs?",6465,19,0.4368363916873932
Virtual currency investment,6466,12,0.5855131149291992
Tax exemptions for US stocks held in a Candian account,6467,18,0.3755393624305725
How much of each stock do index funds hold?,6468,19,0.5349590182304382
"Should I be more aggressive in a Roth IRA, 401k, or taxable account?",6469,10,0.574408769607544
Do algorithmic traders make money from short-term or long-term gains? ,6470,17,0.5770131349563599
Question about Tax Information from a Prospectus,6471,8,0.37542375922203064
Is the concept of an “odd lot” adjusted to stock price?,6472,25,0.5124915838241577
What to do if the stock you brought are stopped trading,6473,22,0.5279593467712402
Borrow from 401k for down payment on rental property?,6474,18,0.43009477853775024
Advice for opening an IRA as a newbie,6475,20,0.7481430172920227
"Why is it possible to just take out a ton of credit cards, max them out and default in 7 years?",6476,27,0.5911656618118286
How late is Roth (rather than pretax) still likely to help?,6477,26,0.9364364147186279
How can I find/compare custodians for my HSA in the United States?,6478,26,0.9218263626098633
How to sell a stock in a crashing market?,6479,25,0.9218376278877258
I am a Canadian resident who wants to gift my Adult US child CAD$175K. What are the tax implications?,6480,18,0.7375959157943726
"Why do stores and manufacturers use mail in rebates? A scam, or is there a way to use them effectively?",6481,27,0.5058460831642151
Can I buy and sell a house quickly to access the money in a LISA?,6482,25,0.5836440920829773
Is the interest on money borrowed on margin in/for an RRSP considered tax deductible?,6483,22,0.2968223989009857
Get interest on $100K by spending only $2K using FOREX rollovers?,6484,34,0.65976881980896
Make your money work for you,6485,22,0.8985069394111633
Should I pay off my student loans or keep it in the bank? [duplicate],6486,27,0.46990346908569336
"ETFs are a type of mutual fund, correct?",6487,15,0.8553125262260437
How can I figure out how much to bid on a parking space?,6488,27,0.7455257773399353
why is the money withdrawn from traditional IRA taxed at the ordinary income tax rate?,6489,18,0.6180023550987244
Are distributions from an S corp taxable as long term capital gains?,6490,10,0.7481436729431152
Individual Investor Safe Reinvest Gains Strategy?,6491,18,0.5250223278999329
Investing Superannuation Australia,6492,1,0.8553017973899841
Probablity of touching In the money vs expiring in the money for an american option,6493,26,0.6066571474075317
How does AMT/state taxes work for stock options in California?,6494,22,0.3777769207954407
Should I sell the home in 2014 or continue to rent it out?,6495,7,0.4121496081352234
Should I invest my money in an ISA or Government bonds? (Or any other suggestion),6496,7,0.6711095571517944
Typical return for an IRA?  How can I assess if my returns were decent?,6497,18,0.9364377856254578
Should I “hedge” my IRA portfolio with a life cycle / target date mutual fund?,6498,19,0.7274247407913208
"I am turning 18 and I am a Student, I need strategies on building great credit soon. Where should I start?",6499,27,0.5479006171226501
"Long term saving: Shares, Savings Account or Fund",6500,15,0.4336193799972534
How do you translate a per year salary into a part-time per hour job?,6501,27,0.7787116765975952
First time investor and online brokerage accounts,6502,22,0.4557103216648102
What's the best way to account for a risky investment - As an asset or an expense?,6503,14,0.3329787254333496
How can I invest in gold without taking physical possession?,6504,25,0.6573821306228638
Diversify across multiple brokers?,6505,25,0.611457109451294
What is a rule of thumb for accruing debt on a rental property?,6506,13,0.49361345171928406
Can individual investors buy precious metals at the spot price?,6507,25,0.5916802287101746
Paying off mortgage or invest in annuity,6508,1,0.4447822570800781
"Supply & Demand - How Price Changes, Buy Orders vs Sell Orders [duplicate]",6509,25,0.4823538064956665
How do I read technicals for tickers that move together but are slightly different?,6510,7,0.49824002385139465
Is it possible to take advantage of exceptions to early withdrawal penalties on a 401(k)?,6511,27,0.9537357687950134
What would be a wise way to invest savings for a newly married couple?,6512,2,0.3945651650428772
Over contributing to workplace pension or private pension,6513,0,0.936441957950592
How does a small worker co-op track/manage stocks/shares ,6514,15,0.5882166028022766
What is the Difference between Life Insurance and ULIP?,6515,7,0.8984953165054321
Why is the regulation of “swaps” important to failing systemically significant institutions?,6516,25,0.9537274837493896
Growth of unrealized gains in tax-managed index funds,6517,19,0.3622397780418396
"With respect to insider trading, what is considered “material information”?",6518,31,0.45360374450683594
"Are U.S. salaries typically measured/reported before tax, or after tax?",6519,18,0.784832239151001
What is a “closed-end fund”? How is a closed-end fund different from a typical mutual fund?,6520,19,0.7365171313285828
How to choose a good 401(k) investment option?,6521,26,0.4692421555519104
What to know before purchasing Individual Bonds?,6522,25,0.4341347813606262
How can I calculate a “running” return using XIRR in a spreadsheet?,6523,18,0.47430989146232605
