	qapairs	context	context_id
809	"[{""answer"": ""\""red states\"", which traditionally vote for Republican candidates in presidential elections, and \""blue states\"", which vote for the Democratic candidate"", ""question"": ""What do political commentators often refer to in the United States?""}, {""answer"": ""before the 2000 presidential election"", ""question"": ""When did media outlets assign red and blue to both parties?""}, {""answer"": ""Fixed usage"", ""question"": ""What was established during the 39-day recount following the 2000 election?""}]"	"In the United States, political commentators often refer to the ""red states"", which traditionally vote for Republican candidates in presidential elections, and ""blue states"", which vote for the Democratic candidate. This convention is relatively recent: before the 2000 presidential election, media outlets assigned red and blue to both parties, sometimes alternating the allocation for each election. Fixed usage was established during the 39-day recount following the 2000 election, when the media began to discuss the contest in terms of ""red states"" versus ""blue states""."	80149
810	"[{""answer"": ""Sadat"", ""question"": ""Who created the National Democratic Party?""}, {""answer"": ""1993 Syndicates Law, 1995 Press Law, and 1999 Nongovernmental Associations Law"", ""question"": ""What laws hampered freedoms of association and expression by imposing new regulations and draconian penalties on violations?""}, {""answer"": ""1990s"", ""question"": ""When did parliamentary politics become virtually irrelevant?""}]"	During Mubarak's reign, the political scene was dominated by the National Democratic Party, which was created by Sadat in 1978. It passed the 1993 Syndicates Law, 1995 Press Law, and 1999 Nongovernmental Associations Law which hampered freedoms of association and expression by imposing new regulations and draconian penalties on violations.[citation needed] As a result, by the late 1990s parliamentary politics had become virtually irrelevant and alternative avenues for political expression were curtailed as well.	80247
811	"[{""answer"": ""19 March 2007"", ""question"": ""When were constitutional changes voted?""}, {""answer"": ""Dr. Ali El Deen Hilal Dessouki"", ""question"": ""Who described Egypt as a \""pharaonic\"" political system?""}, {""answer"": ""military"", ""question"": ""What is the real center of power in Egypt?""}]"	"Constitutional changes voted on 19 March 2007 prohibited parties from using religion as a basis for political activity, allowed the drafting of a new anti-terrorism law, authorised broad police powers of arrest and surveillance, and gave the president power to dissolve parliament and end judicial election monitoring. In 2009, Dr. Ali El Deen Hilal Dessouki, Media Secretary of the National Democratic Party (NDP), described Egypt as a ""pharaonic"" political system, and democracy as a ""long-term goal"". Dessouki also stated that ""the real center of power in Egypt is the military""."	80250
812	"[{""answer"": ""98.1%"", ""question"": ""What percentage of Egyptian voters were supportive of the new constitution?""}, {""answer"": ""38.6%"", ""question"": ""What percentage of registered voters participated in the referendum?""}, {""answer"": ""Abdel Fattah el-Sisi"", ""question"": ""Who was the head of the Egyptian Armed Forces?""}, {""answer"": ""landslide"", ""question"": ""What was the result of the election for Abdel Fattah el-Sisi?""}, {""answer"": ""8 June 2014"", ""question"": ""When was Sisi sworn into office as President of Egypt?""}, {""answer"": ""Muslim Brotherhood"", ""question"": ""Who boycotted Sisi's election?""}, {""answer"": ""52%"", ""question"": ""What percentage of Egyptian voters participated in the 2012 election?""}]"	On 18 January 2014, the interim government instituted a new constitution following a referendum in which 98.1% of voters were supportive. Participation was low with only 38.6% of registered voters participating although this was higher than the 33% who voted in a referendum during Morsi's tenure. On 26 March 2014 Abdel Fattah el-Sisi the head of the Egyptian Armed Forces, who at this time was in control of the country, resigned from the military, announcing he would stand as a candidate in the 2014 presidential election. The poll, held between 26 and 28 May 2014, resulted in a landslide victory for el-Sisi. Sisi was sworn into office as President of Egypt on 8 June 2014. The Muslim Brotherhood and some liberal and secular activist groups boycotted the vote. Even though the military-backed authorities extended voting to a third day, the 46% turnout was lower than the 52% turnout in the 2012 election.	80254
813	"[{""answer"": ""five-year terms"", ""question"": ""How long are members of the House of Representatives elected to serve?""}, {""answer"": ""November 2011 and January 2012"", ""question"": ""When were the elections last held?""}, {""answer"": ""6 months"", ""question"": ""How long will the next parliamentary election take place?""}, {""answer"": ""Adly Mansour"", ""question"": ""Who was the interim president of Egypt?""}, {""answer"": ""26\u201328 May 2014"", ""question"": ""When did the 2014 Egyptian presidential election take place?""}, {""answer"": ""96.91%"", ""question"": ""How much did Abdel Fattah el-Sisi win with 23.78 million votes?""}]"	The House of Representatives, whose members are elected to serve five-year terms, specialises in legislation. Elections were last held between November 2011 and January 2012 which was later dissolved. The next parliamentary election will be held within 6 months of the constitution's ratification on 18 January 2014. Originally, the parliament was to be formed before the president was elected, but interim president Adly Mansour pushed the date. The Egyptian presidential election, 2014, took place on 26–28 May 2014. Official figures showed a turnout of 25,578,233 or 47.5%, with Abdel Fattah el-Sisi winning with 23.78 million votes, or 96.91% compared to 757,511 (3.09%) for Hamdeen Sabahi.	80267
814	"[{""answer"": ""18 January 2014"", ""question"": ""When did the interim government institutionalize a more secular constitution?""}, {""answer"": ""four-year term"", ""question"": ""How long is the president elected to?""}, {""answer"": ""impeach the president"", ""question"": ""What may the parliament do to the president?""}, {""answer"": ""gender equality and absolute freedom of thought"", ""question"": ""What is the guarantee of under the constitution?""}, {""answer"": ""The military"", ""question"": ""Who retains the ability to appoint the national Minister of Defence for the next 8 years?""}, {""answer"": ""religion, race, gender or geography"", ""question"": ""What are political parties based on under the constitution?""}]"	"On 18 January 2014, the interim government successfully institutionalised a more secular constitution. The president is elected to a four-year term and may serve 2 terms. The parliament may impeach the president. Under the constitution, there is a guarantee of gender equality and absolute freedom of thought. The military retains the ability to appoint the national Minister of Defence for the next 8 years. Under the constitution, political parties may not be based on ""religion, race, gender or geography""."	80274
815	"[{""answer"": ""The Pew Forum on Religion & Public Life"", ""question"": ""What ranks Egypt as the fifth worst country in the world for religious freedom?""}, {""answer"": ""United States Commission on International Religious Freedom"", ""question"": ""Who placed Egypt on its watch list of countries that require close monitoring due to the nature and extent of violations of religious freedom?""}, {""answer"": ""84%"", ""question"": ""According to a 2010 Pew Global Attitudes survey, what percentage of Egyptians supported the death penalty for those who leave Islam?""}]"	The Pew Forum on Religion & Public Life ranks Egypt as the fifth worst country in the world for religious freedom. The United States Commission on International Religious Freedom, a bipartisan independent agency of the US government, has placed Egypt on its watch list of countries that require close monitoring due to the nature and extent of violations of religious freedom engaged in or tolerated by the government. According to a 2010 Pew Global Attitudes survey, 84% of Egyptians polled supported the death penalty for those who leave Islam; 77% supported whippings and cutting off of hands for theft and robbery; and 82% support stoning a person who commits adultery.	80279
816	"[{""answer"": ""Morsi"", ""question"": ""Who was ousted by the military?""}, {""answer"": ""Ban Ki Moon"", ""question"": ""Who was the General Secretary of the UN?""}, {""answer"": ""1,212"", ""question"": ""How many people were sentenced to death in 2013?""}, {""answer"": ""188"", ""question"": ""How many members of the Muslim Brotherhood were sentenced to death in 2014?""}, {""answer"": ""Various Egyptian and international human rights organisations"", ""question"": ""Who pointed out the lack of fair trials?""}]"	After Morsi was ousted by the military, the judiciary system aligned itself with the new government, actively suopporting the repression of Muslim Brotherhood members. This resulted in a sharp increase in mass death sentences that arose criticism from the US president Barack Obama and the General Secretary of the UN, Ban Ki Moon. In April 2013, one judge of the Minya governatorate of Upper Egypt, sentenced 1,212 people to death. In December 2014 the judge Mohammed Nagi Shahata, notorious for his fierceness in passing on death sentences, condemened to the capital penalty 188 members of the Muslim Brotherhood, for assaulting a police station. Various Egyptian and international human rights organisations have already pointed out the lack of fair trials, that often last only a few minutes and do not take into consideration the procedural standards of fair trials.	80298
817	"[{""answer"": ""an educated, male, landowning military aristocracy"", ""question"": ""Who dominated Rome's government, politics and religion?""}, {""answer"": ""Approximately half"", ""question"": ""How much of Rome's population was slave or free non-citizens?""}, {""answer"": ""plebeians"", ""question"": ""What was the lowest class of Roman citizens?""}, {""answer"": ""Less than a quarter"", ""question"": ""How many adult males had voting rights?""}, {""answer"": ""Women"", ""question"": ""Who had no vote?""}, {""answer"": ""divine gaze and auspices"", ""question"": ""What was the name of the senate and people of Rome?""}, {""answer"": ""the senate"", ""question"": ""Who was the caretaker of the Romans' relationship with the divine?""}]"	"Rome's government, politics and religion were dominated by an educated, male, landowning military aristocracy. Approximately half Rome's population were slave or free non-citizens. Most others were plebeians, the lowest class of Roman citizens. Less than a quarter of adult males had voting rights; far fewer could actually exercise them. Women had no vote. However, all official business was conducted under the divine gaze and auspices, in the name of the senate and people of Rome. ""In a very real sense the senate was the caretaker of the Romans’ relationship with the divine, just as it was the caretaker of their relationship with other humans""."	81120
818	"[{""answer"": ""internal governance, diplomacy and development from kingdom, to Republic and to Empire"", ""question"": ""What were the links between religious and political life vital to?""}, {""answer"": ""two"", ""question"": ""How many consular offices did kingship replace?""}, {""answer"": ""plebeians"", ""question"": ""Who could be punished for offenses against laws of which they had no knowledge?""}, {""answer"": ""strikes and violence"", ""question"": ""What did plebeians do to break the oppressive patrician monopolies of high office, public priesthood, and knowledge of civil and""}, {""answer"": ""Camillus"", ""question"": ""Who was appointed as dictator to handle the emergency?""}, {""answer"": ""religious calendars and laws"", ""question"": ""What were eventually made public?""}, {""answer"": ""Plebeian tribunes"", ""question"": ""Which tribunes were appointed with sacrosanct status and the right of veto in legislative debate?""}, {""answer"": ""augural and pontifical colleges"", ""question"": ""What were now open to plebeians?""}, {""answer"": ""plebeian nobility"", ""question"": ""Who dominated religious and civil office throughout the Republican era?""}]"	The links between religious and political life were vital to Rome's internal governance, diplomacy and development from kingdom, to Republic and to Empire. Post-regal politics dispersed the civil and religious authority of the kings more or less equitably among the patrician elite: kingship was replaced by two annually elected consular offices. In the early Republic, as presumably in the regal era, plebeians were excluded from high religious and civil office, and could be punished for offenses against laws of which they had no knowledge. They resorted to strikes and violence to break the oppressive patrician monopolies of high office, public priesthood, and knowledge of civil and religious law. The senate appointed Camillus as dictator to handle the emergency; he negotiated a settlement, and sanctified it by the dedication of a temple to Concordia. The religious calendars and laws were eventually made public. Plebeian tribunes were appointed, with sacrosanct status and the right of veto in legislative debate. In principle, the augural and pontifical colleges were now open to plebeians. In reality, the patrician and to a lesser extent, plebeian nobility dominated religious and civil office throughout the Republican era and beyond.	81125
819	"[{""answer"": ""1776"", ""question"": ""When did the North Carolina Constitution disestablished the Anglican church?""}, {""answer"": ""Protestants"", ""question"": ""Who did the NC Constitution allow to hold public office until 1835?""}, {""answer"": ""Christians (including Catholics)"", ""question"": ""Who did the NC Constitution allow to hold public office from 1835-1876?""}, {""answer"": ""Article VI, Section 8"", ""question"": ""What section of the NC Constitution forbids only atheists from holding public office?""}, {""answer"": ""Torcaso v. Watkins"", ""question"": ""In what case did the United States Supreme Court rule that such clauses constituted a religious test incompatible with First and Fourteenth Amendment protections""}]"	^Note 5: The North Carolina Constitution of 1776 disestablished the Anglican church, but until 1835 the NC Constitution allowed only Protestants to hold public office. From 1835-1876 it allowed only Christians (including Catholics) to hold public office. Article VI, Section 8 of the current NC Constitution forbids only atheists from holding public office. Such clauses were held by the United States Supreme Court to be unenforceable in the 1961 case of Torcaso v. Watkins, when the court ruled unanimously that such clauses constituted a religious test incompatible with First and Fourteenth Amendment protections.	81427
820	"[{""answer"": ""Jefferson and James Madison"", ""question"": ""Who's conceptions of separation have long been debated?""}, {""answer"": ""Governor of Virginia"", ""question"": ""What was Jefferson's job?""}, {""answer"": ""four"", ""question"": ""How many religious proclamations did Madison issue while President?""}, {""answer"": ""Capitol"", ""question"": ""Where did Jefferson and Madison attend religious services?""}, {""answer"": ""Legislative Body"", ""question"": ""What body did Madison say that if Religion be exempt from the authority of the Society at large, still less can it be subject to?""}, {""answer"": ""total separation of the church from the state"", ""question"": ""What did Madison write about after retiring from the presidency?""}, {""answer"": ""Constitution of the United States"", ""question"": ""What is the separation between Religion and Govt in?""}, {""answer"": ""Edward Livingston Madison"", ""question"": ""Who wrote a letter to saying that we are teaching the world the great truth that Govts do better without Kings & Nobles than with them""}, {""answer"": ""Kings & Nobles"", ""question"": ""What did Edward Livingston Madison say Govts do better without?""}, {""answer"": ""greater purity"", ""question"": ""What is the other lesson that Religion flourishes in?""}, {""answer"": ""the House did not pass them"", ""question"": ""What did Madison's original draft of the Bill of Rights include?""}, {""answer"": ""citation needed"", ""question"": ""What did Madison's original draft of the Bill of Rights require?""}]"	"Jefferson and James Madison's conceptions of separation have long been debated. Jefferson refused to issue Proclamations of Thanksgiving sent to him by Congress during his presidency, though he did issue a Thanksgiving and Prayer proclamation as Governor of Virginia. Madison issued four religious proclamations while President, but vetoed two bills on the grounds they violated the first amendment. On the other hand, both Jefferson and Madison attended religious services at the Capitol. Years before the ratification of the Constitution, Madison contended ""Because if Religion be exempt from the authority of the Society at large, still less can it be subject to that of the Legislative Body."" After retiring from the presidency, Madison wrote of ""total separation of the church from the state."" "" ""Strongly guarded as is the separation between Religion & Govt in the Constitution of the United States,"" Madison wrote, and he declared, ""practical distinction between Religion and Civil Government is essential to the purity of both, and as guaranteed by the Constitution of the United States."" In a letter to Edward Livingston Madison further expanded, ""We are teaching the world the great truth that Govts. do better without Kings & Nobles than with them. The merit will be doubled by the other lesson that Religion flourishes in greater purity, without than with the aid of Govt."" Madison's original draft of the Bill of Rights had included provisions binding the States, as well as the Federal Government, from an establishment of religion, but the House did not pass them.[citation needed]"	81447
821	"[{""answer"": ""Mormon polygamy"", ""question"": ""What case was Reynolds v. U.S. in?""}, {""answer"": ""Reynolds v. U.S."", ""question"": ""In what case did Jefferson's letter enter American jurisprudence?""}, {""answer"": ""Justice Stephen Johnson Field"", ""question"": ""Who cited Jefferson's Letter to the Danbury Baptists?""}, {""answer"": ""constitutional"", ""question"": ""What did the court rule outlawing polygamy was?""}]"	"Jefferson's letter entered American jurisprudence in the 1878 Mormon polygamy case Reynolds v. U.S., in which the court cited Jefferson and Madison, seeking a legal definition for the word religion. Writing for the majority, Justice Stephen Johnson Field cited Jefferson's Letter to the Danbury Baptists to state that ""Congress was deprived of all legislative power over mere opinion, but was left free to reach actions which were in violation of social duties or subversive of good order."" Considering this, the court ruled that outlawing polygamy was constitutional."	81457
822	"[{""answer"": ""Congress should make no law regarding the establishment of a \""national religion\"""", ""question"": ""What did John Baker believe was rejected by the House in favor of the more general \""religion\"" to appease the Anti-Feder""}, {""answer"": ""the experience under the British crown"", ""question"": ""Why was the word \""national\"" a cause for alarm for the Anti-Federalists and the Federalists?""}, {""answer"": ""Elbridge Gerry"", ""question"": ""Who took issue with Madison's language regarding whether the government was a national or federal government?""}]"	"Some legal scholars, such as John Baker of LSU, theorize that Madison's initial proposed language—that Congress should make no law regarding the establishment of a ""national religion""—was rejected by the House, in favor of the more general ""religion"" in an effort to appease the Anti-Federalists. To both the Anti-Federalists and the Federalists, the very word ""national"" was a cause for alarm because of the experience under the British crown. During the debate over the establishment clause, Rep. Elbridge Gerry of Massachusetts took issue with Madison's language regarding whether the government was a national or federal government (in which the states retained their individual sovereignty), which Baker suggests compelled Madison to withdraw his language from the debate."	81482
823	"[{""answer"": ""Congress stated powers"", ""question"": ""What did the original Constitution give?""}, {""answer"": ""it could preempt the religious clauses in the state constitutions"", ""question"": ""Why did the Anti-Federalists strike the establishment clause?""}]"	Others, such as Rep. Roger Sherman of Connecticut, believed the clause was unnecessary because the original Constitution only gave Congress stated powers, which did not include establishing a national religion. Anti-Federalists such as Rep. Thomas Tucker of South Carolina moved to strike the establishment clause completely because it could preempt the religious clauses in the state constitutions. However, the Anti-Federalists were unsuccessful in persuading the House of Representatives to drop the clause from the first amendment.	81487
824	"[{""answer"": ""Everson v. Board of Education"", ""question"": ""In what case did the First Amendment establishment clause be included?""}, {""answer"": ""public busing to private religious schools"", ""question"": ""What did the state law provide for in Everson v. Board of Education?""}, {""answer"": ""Kiryas Joel Village School District v. Grumet"", ""question"": ""What case was involving the application of the First Amendment establishment clause against the states?""}]"	The incorporation of the First Amendment establishment clause in the landmark case of Everson v. Board of Education has impacted the subsequent interpretation of the separation of church and state in regard to the state governments. Although upholding the state law in that case, which provided for public busing to private religious schools, the Supreme Court held that the First Amendment establishment clause was fully applicable to the state governments. A more recent case involving the application of this principle against the states was Board of Education of Kiryas Joel Village School District v. Grumet (1994).	81497
825	"[{""answer"": ""New Jersey"", ""question"": ""What state law allowed government funds to pay for transportation of students to both public and Catholic schools?""}, {""answer"": ""Establishment Clause"", ""question"": ""What was the first case in which the court applied to the laws of a state?""}, {""answer"": ""The First Amendment has erected a wall between church and state"", ""question"": ""What did the court conclude that the First Amendment has erected a wall between church and state?""}, {""answer"": ""impregnable"", ""question"": ""What did the court conclude was the wall between church and state must be kept high?""}, {""answer"": ""We could not approve the slightest breach"", ""question"": ""What did the court conclude was the wall between church and state?""}]"	"The centrality of the ""separation"" concept to the Religion Clauses of the Constitution was made explicit in Everson v. Board of Education, 330 U.S. 1 (1947), a case dealing with a New Jersey law that allowed government funds to pay for transportation of students to both public and Catholic schools. This was the first case in which the court applied the Establishment Clause to the laws of a state, having interpreted the due process clause of the Fourteenth Amendment as applying the Bill of Rights to the states as well as the federal legislature. Citing Jefferson, the court concluded that ""The First Amendment has erected a wall between church and state. That wall must be kept high and impregnable. We could not approve the slightest breach."""	81507
826	"[{""answer"": ""Justice Hugo Black"", ""question"": ""Who was the majority opinion of the four dissenting justices?""}, {""answer"": ""Virginia's great statute of religious freedom and the First Amendment"", ""question"": ""Who raised the wall between church and state?""}, {""answer"": ""no good grounds upon which to support the present legislation"", ""question"": ""What did Justice Jackson argue that there are?""}, {""answer"": ""complete and uncompromising separation of Church from State"", ""question"": ""What did the undertones of the opinion advocate?""}]"	"While the decision (with four dissents) ultimately upheld the state law allowing the funding of transportation of students to religious schools, the majority opinion (by Justice Hugo Black) and the dissenting opinions (by Justice Wiley Blount Rutledge and Justice Robert H. Jackson) each explicitly stated that the Constitution has erected a ""wall between church and state"" or a ""separation of Church from State"": their disagreement was limited to whether this case of state funding of transportation to religious schools breached that wall. Rutledge, on behalf of the four dissenting justices, took the position that the majority had indeed permitted a violation of the wall of separation in this case: ""Neither so high nor so impregnable today as yesterday is the wall raised between church and state by Virginia's great statute of religious freedom and the First Amendment, now made applicable to all the states by the Fourteenth."" Writing separately, Justice Jackson argued that ""[T]here are no good grounds upon which to support the present legislation. In fact, the undertones of the opinion, advocating complete and uncompromising separation of Church from State, seem utterly discordant with its conclusion yielding support to their commingling in educational matters."""	81512
827	"[{""answer"": ""Epperson v. Arkansas"", ""question"": ""In what case did the Supreme Court consider Arkansas law to be a crime to teach the theory that mankind ascended or descended from a lower""}, {""answer"": ""the constitutional prohibition of state laws respecting an establishment of religion or prohibiting the free exercise thereof"", ""question"": ""What did the court's opinion say the Arkansas law violated?""}, {""answer"": ""a particular segment"", ""question"": ""What does Arkansas' law select from the body of knowledge that it proscribes for the sole reason that it is deemed to conflict with a particular""}, {""answer"": ""Establishment Clause"", ""question"": ""What law prohibits the state from advancing any religion?""}]"	"In Epperson v. Arkansas, 393 U.S. 97 (1968), the Supreme Court considered an Arkansas law that made it a crime ""to teach the theory or doctrine that mankind ascended or descended from a lower order of animals,"" or ""to adopt or use in any such institution a textbook that teaches"" this theory in any school or university that received public funds. The court's opinion, written by Justice Abe Fortas, ruled that the Arkansas law violated ""the constitutional prohibition of state laws respecting an establishment of religion or prohibiting the free exercise thereof. The overriding fact is that Arkansas' law selects from the body of knowledge a particular segment which it proscribes for the sole reason that it is deemed to conflict with a particular religious doctrine; that is, with a particular interpretation of the Book of Genesis by a particular religious group."" The court held that the Establishment Clause prohibits the state from advancing any religion, and that ""[T]he state has no legitimate interest in protecting any or all religions from views distasteful to them."" "	81526
828	"[{""answer"": ""403 U.S. 602"", ""question"": ""What was Lemon v. Kurtzman's name?""}, {""answer"": ""total separation"", ""question"": ""What do our prior holdings not call for between church and state?""}, {""answer"": ""government and religious organizations"", ""question"": ""What is inevitable in a relationship between?""}, {""answer"": ""entanglement"", ""question"": ""What must recognize that the line of separation, far from being a \""wall,\"" is a blurred, indistinct, and variable barrier""}]"	"In Lemon v. Kurtzman, 403 U.S. 602 (1971), the court determined that a Pennsylvania state policy of reimbursing the salaries and related costs of teachers of secular subjects in private religious schools violated the Establishment Clause. The court's decision argued that the separation of church and state could never be absolute: ""Our prior holdings do not call for total separation between church and state; total separation is not possible in an absolute sense. Some relationship between government and religious organizations is inevitable,"" the court wrote. ""Judicial caveats against entanglement must recognize that the line of separation, far from being a ""wall,"" is a blurred, indistinct, and variable barrier depending on all the circumstances of a particular relationship."""	81531
829	"[{""answer"": ""under God"", ""question"": ""What phrase was included in the recitation of the Pledge of Allegiance in a California public school?""}, {""answer"": ""Elk Grove Unified School District v. Newdow"", ""question"": ""In what case did both houses of Congress pass measures reaffirming their support for the Pledge of Allegiance?""}, {""answer"": ""June 2004"", ""question"": ""When was the case overturned?""}, {""answer"": ""a five-justice majority"", ""question"": ""What group held that Newdow, a non-custodial parent suing on behalf of his daughter, lacked standing to sue""}]"	"In 2002, a three judge panel on the Ninth Circuit Court of Appeals held that classroom recitation of the Pledge of Allegiance in a California public school was unconstitutional, even when students were not compelled to recite it, due to the inclusion of the phrase ""under God."" In reaction to the case, Elk Grove Unified School District v. Newdow, both houses of Congress passed measures reaffirming their support for the pledge, and condemning the panel's ruling. The case was appealed to the Supreme Court, where the case was ultimately overturned in June 2004, solely on procedural grounds not related to the substantive constitutional issue. Rather, a five-justice majority held that Newdow, a non-custodial parent suing on behalf of his daughter, lacked standing to sue."	81541
830	"[{""answer"": ""December 20, 2005"", ""question"": ""When did the United States Court of Appeals for the Sixth Circuit rule that the continued display of the Ten Commandments was allowed?""}, {""answer"": ""May 3, 2006"", ""question"": ""When did a federal judge rule that the cross must be removed?""}]"	On December 20, 2005, the United States Court of Appeals for the Sixth Circuit ruled in the case of ACLU v. Mercer County that the continued display of the Ten Commandments as part of a larger display on American legal traditions in a Kentucky courthouse was allowed, because the purpose of the display (educating the public on American legal traditions) was secular in nature. In ruling on the Mount Soledad cross controversy on May 3, 2006, however, a federal judge ruled that the cross on public property on Mount Soledad must be removed.	81546
831	"[{""answer"": ""Establishment Clause"", ""question"": ""What does the modern incorporation of as to state governments go against the original constitutional intent?""}, {""answer"": ""1868"", ""question"": ""When was the 14th Amendment passed?""}, {""answer"": ""originalism versus modern, progressivist theories"", ""question"": ""What are some of the competing interpretive theories of?""}, {""answer"": ""the principle of the law of the land"", ""question"": ""What do other debates focus on in America?""}]"	These critics of the modern separation of church and state also note the official establishment of religion in several of the states at the time of ratification, to suggest that the modern incorporation of the Establishment Clause as to state governments goes against the original constitutional intent.[citation needed] The issue is complex, however, as the incorporation ultimately bases on the passage of the 14th Amendment in 1868, at which point the first amendment's application to the state government was recognized. Many of these constitutional debates relate to the competing interpretive theories of originalism versus modern, progressivist theories such as the doctrine of the Living Constitution. Other debates center on the principle of the law of the land in America being defined not just by the Constitution's Supremacy Clause, but also by legal precedence, making an accurate reading of the Constitution subject to the mores and values of a given era, and rendering the concept of historical revisionism irrelevant when discussing the Constitution.	81561
832	"[{""answer"": ""a Supreme Being"", ""question"": ""What are the required beliefs of these clauses?""}, {""answer"": ""rewards and punishments"", ""question"": ""What are the required beliefs of these clauses?""}, {""answer"": ""Tennessee Constitution Article IX, Section 2"", ""question"": ""What is one example of the required beliefs of these clauses?""}, {""answer"": ""help me God"", ""question"": ""What do some states specify that the oath of office include?""}, {""answer"": ""jurors and witnesses"", ""question"": ""Who were the oaths historically required in court?""}, {""answer"": ""14th"", ""question"": ""What amendment applies to the states today?""}]"	"The required beliefs of these clauses include belief in a Supreme Being and belief in a future state of rewards and punishments. (Tennessee Constitution Article IX, Section 2 is one such example.) Some of these same states specify that the oath of office include the words ""so help me God."" In some cases these beliefs (or oaths) were historically required of jurors and witnesses in court. At one time, such restrictions were allowed under the doctrine of states' rights; today they are deemed to be in violation of the federal First Amendment, as applied to the states via the 14th amendment, and hence unconstitutional and unenforceable."	81570
833	"[{""answer"": ""the Founding Fathers"", ""question"": ""Who understood the concept of the \""separation of church and state\""?""}, {""answer"": ""American anti-Catholicism and Nativism"", ""question"": ""The modern concept of separation of church and state is rooted in what?""}, {""answer"": ""the Supreme Court"", ""question"": ""Who has argued that some state constitutional amendments were motivated by and intended to enact anti-Catholicism?""}]"	"Critics of the modern concept of the ""separation of church and state"" argue that it is untethered to anything in the text of the constitution and is contrary to the conception of the phrase as the Founding Fathers understood it. Philip Hamburger, Columbia Law school professor and prominent critic of the modern understanding of the concept, maintains that the modern concept, which deviates from the constitutional establishment clause jurisprudence, is rooted in American anti-Catholicism and Nativism.[citation needed] Briefs before the Supreme Court, including by the U.S. government, have argued that some state constitutional amendments relating to the modern conception of separation of church and state (Blaine Amendments) were motivated by and intended to enact anti-Catholicism."	81589
834	"[{""answer"": ""aristocracy and democracy"", ""question"": ""What did Calvin favor politically?""}, {""answer"": ""democracy"", ""question"": ""What was Calvin's view of aristocracy and democracy?""}, {""answer"": ""earthly rulers"", ""question"": ""Who did Calvin believe lose their divine right?""}, {""answer"": ""checks and balances"", ""question"": ""What did Calvin suggest to separate political powers?""}, {""answer"": ""modern democracy"", ""question"": ""What did Calvin and his followers resisted political absolutism and paved the way for?""}, {""answer"": ""the Netherlands"", ""question"": ""Which country was the freest in Europe in the seventeenth and eighteenth centuries?""}, {""answer"": ""Baruch Spinoza and Pierre Bayle"", ""question"": ""Who did the Netherlands grant asylum to in the seventeenth and eighteenth centuries?""}, {""answer"": ""Hugo Grotius"", ""question"": ""Who was able to teach his natural-law theory and a relatively liberal interpretation of the Bible?""}]"	"Politically, Calvin favoured a mixture of aristocracy and democracy. He appreciated the advantages of democracy: ""It is an invaluable gift, if God allows a people to freely elect its own authorities and overlords."" Calvin also thought that earthly rulers lose their divine right and must be put down when they rise up against God. To further protect the rights of ordinary people, Calvin suggested separating political powers in a system of checks and balances (separation of powers). Thus he and his followers resisted political absolutism and paved the way for the rise of modern democracy. Besides England, the Netherlands were, under Calvinist leadership, the freest country in Europe in the seventeenth and eighteenth centuries. It granted asylum to philosophers like Baruch Spinoza and Pierre Bayle. Hugo Grotius was able to teach his natural-law theory and a relatively liberal interpretation of the Bible."	81904
835	"[{""answer"": ""Protestants"", ""question"": ""Who advocated for human rights?""}, {""answer"": ""1834"", ""question"": ""When was slavery abolished in Britain?""}, {""answer"": ""1865"", ""question"": ""In what year did the United States abolish torture?""}, {""answer"": ""Hugo Grotius and Samuel Pufendorf"", ""question"": ""Who were among the first thinkers who made significant contributions to international law?""}, {""answer"": ""Henry Dunant"", ""question"": ""Who founded the Red Cross?""}, {""answer"": ""Red Cross"", ""question"": ""What was the name of Dunant's organization?""}]"	Also, other human rights were advocated for by some Protestants. For example, torture was abolished in Prussia in 1740, slavery in Britain in 1834 and in the United States in 1865 (William Wilberforce, Harriet Beecher Stowe, Abraham Lincoln - against Southern Protestants). Hugo Grotius and Samuel Pufendorf were among the first thinkers who made significant contributions to international law. The Geneva Convention, an important part of humanitarian international law, was largely the work of Henry Dunant, a reformed pietist. He also founded the Red Cross.	81924
836	"[{""answer"": ""the Brazilian Federal Senate"", ""question"": ""Who issued the laws of Brasilia?""}, {""answer"": ""1988"", ""question"": ""In what year did Brasilia gain the right to elect its Governor?""}, {""answer"": ""a Judicial Power of its own"", ""question"": ""What does the Federal District have?""}, {""answer"": ""The Judicial Power"", ""question"": ""What does the Federal District have?""}, {""answer"": ""Brazil does not have any territories"", ""question"": ""What does Brasilia currently have?""}]"	Until the 1980s, the governor of the Federal District was appointed by the Federal Government, and the laws of Brasília were issued by the Brazilian Federal Senate. With the Constitution of 1988 Brasília gained the right to elect its Governor, and a District Assembly (Câmara Legislativa) was elected to exercise legislative power. The Federal District does not have a Judicial Power of its own. The Judicial Power which serves the Federal District also serves federal territories. Currently, Brazil does not have any territories, therefore, for now the courts serve only cases from the Federal District.	81998
